post_id,create_time,is_top,post_content,comments,text
7466575080395394334,1738447513,-1,Why is it so high 😑 #grocery #groceryshopping #shopwithme ,"i wish i had the money to even grocery shop 😭

Girl you need to buy paper plates and paper towels/TP from Sam’s! So much cheaper and lasts forever.

They also have chocolate covered strawberry

Girl I was today’s years old when I found out you squeeze those fabric beads. Tell me why I’m the lady who opens them 🤦🏽‍♀️

My daughter never wants to brush her hair- it’s a struggle she says😂

Hahaha that’s such a dad move not making sure she brushes her hair! My husband does it all the time and we have two girls.

Oh no. If household essentials and groceries fall on the same week it’s rough.

Which beads did you get? 😍","Post Title: Why is it so high 😑 #grocery #groceryshopping #shopwithme 

Post Comments:
i wish i had the money to even grocery shop 😭

Girl you need to buy paper plates and paper towels/TP from Sam’s! So much cheaper and lasts forever.

They also have chocolate covered strawberry

Girl I was today’s years old when I found out you squeeze those fabric beads. Tell me why I’m the lady who opens them 🤦🏽‍♀️

My daughter never wants to brush her hair- it’s a struggle she says😂

Hahaha that’s such a dad move not making sure she brushes her hair! My husband does it all the time and we have two girls.

Oh no. If household essentials and groceries fall on the same week it’s rough.

Which beads did you get? 😍"
7466548257267698990,1738441263,-1,The pink set is my favorite👀 #shopwithme #shoppingvlog #targetfinds #newattarget ,"I’m obsessed with all the colors

I need it

My Targets still have sad empty Blogilates

Okay so RUNNING to my target tm for those sets

Going to have to look tomorrow!!

So cuteee!!

did they have matching sweats for the optimistic sweater?

i need that cardigan.

wait i need to see what the cardigan looks like 😭

I love all of these!!!

So the white people are still shopping at Target I see.

No more Target !!!

Unfortunately, target is no longer a place where I’m willing to spend my money. Money talks.

The irony of them dropping this as they’re removing DEI initiatives

We don’t go there. 👀

“kindness forever” but didnt they just roll back their DEI policies… 👀

shopping at target after they rolled back DEI programs? embarassing

How ironic

Target ain't sitting right with me right now...

We can do better than promoting this right?!

Ok but are they all cropped? Bc EVERYTHING is cropped and us tall girlies don’t need shirts that come to just under our tatas 🤗

I don’t go to target because I think DEI is important ❤️

Who’s gonna tell her we aren’t shopping at Target anymore

😳 No one was going to tell you because we’re not doing Target right now ✌🏻

Sketchy move Target… “kindness forever” for the right people smh

Cheugy

Literally sold out at my store :)","Post Title: The pink set is my favorite👀 #shopwithme #shoppingvlog #targetfinds #newattarget 

Post Comments:
I’m obsessed with all the colors

I need it

My Targets still have sad empty Blogilates

Okay so RUNNING to my target tm for those sets

Going to have to look tomorrow!!

So cuteee!!

did they have matching sweats for the optimistic sweater?

i need that cardigan.

wait i need to see what the cardigan looks like 😭

I love all of these!!!

So the white people are still shopping at Target I see.

No more Target !!!

Unfortunately, target is no longer a place where I’m willing to spend my money. Money talks.

The irony of them dropping this as they’re removing DEI initiatives

We don’t go there. 👀

“kindness forever” but didnt they just roll back their DEI policies… 👀

shopping at target after they rolled back DEI programs? embarassing

How ironic

Target ain't sitting right with me right now...

We can do better than promoting this right?!

Ok but are they all cropped? Bc EVERYTHING is cropped and us tall girlies don’t need shirts that come to just under our tatas 🤗

I don’t go to target because I think DEI is important ❤️

Who’s gonna tell her we aren’t shopping at Target anymore

😳 No one was going to tell you because we’re not doing Target right now ✌🏻

Sketchy move Target… “kindness forever” for the right people smh

Cheugy

Literally sold out at my store :)"
7466529973214399775,1738437019,-1,Happy Saturday everyone! Have a wonderful weekend. 🩷 #samsclub #shopping #meme #macandcheese #minnesota #mn #sota #twins #family #identicaltwins #twinning #twingirls #dietcoke #holiday #shopwithme #disney #cute #fun ,"I want the snoopy sweater!!! He’s my fav

9 dollars is a steal for those sweaters omg. I love the dalmatian oneeee!!

LOVE your nails. So pretty

I got a Diet Coke today

You guys are awesome!!! You always make me wish I had kiddos to hang out with all the time 🥰 such a loving fam.

i hope you can get answers to whats going on 🥺 ive never been to sams club. do you think it compares to costco or is it just another bulk store just like costco? btw that mac&cheese looks delicious😋

$8.81?! I’d buy all of them!

Early!

I’m sooo early!🥰❤️

Early!

early

💚💚💚

I highly suggest to rest your body since being on this new medication I had to go on it and even being in the hospital I was exhausted and needed a body rest please take care of your health

Resist cartoon appearl. Rule # 152

There’s a busy bee at dollar general it’s like ten dollars it’s was with the Valentine’s Day stuff!

Thanks for letting me hang out with u💖👩🏻‍🎤🧚🏻‍♀️⭐️

So how's the M&C?","Post Title: Happy Saturday everyone! Have a wonderful weekend. 🩷 #samsclub #shopping #meme #macandcheese #minnesota #mn #sota #twins #family #identicaltwins #twinning #twingirls #dietcoke #holiday #shopwithme #disney #cute #fun 

Post Comments:
I want the snoopy sweater!!! He’s my fav

9 dollars is a steal for those sweaters omg. I love the dalmatian oneeee!!

LOVE your nails. So pretty

I got a Diet Coke today

You guys are awesome!!! You always make me wish I had kiddos to hang out with all the time 🥰 such a loving fam.

i hope you can get answers to whats going on 🥺 ive never been to sams club. do you think it compares to costco or is it just another bulk store just like costco? btw that mac&cheese looks delicious😋

$8.81?! I’d buy all of them!

Early!

I’m sooo early!🥰❤️

Early!

early

💚💚💚

I highly suggest to rest your body since being on this new medication I had to go on it and even being in the hospital I was exhausted and needed a body rest please take care of your health

Resist cartoon appearl. Rule # 152

There’s a busy bee at dollar general it’s like ten dollars it’s was with the Valentine’s Day stuff!

Thanks for letting me hang out with u💖👩🏻‍🎤🧚🏻‍♀️⭐️

So how's the M&C?"
7466865776310471966,1738515223,-1,welll…. little turn of events there! 😃💖🍩✨🍫 #browniebatter #ValentinesDay #dunkin #FoodTok #browniebatterdonut #dunkindonuts #FoodLover #valentines #foodreview #tastetest #trending #drivethru #eatwithme #girlythings #forthegirls ,"you NEED it i live for it every year

LMAO waiting at the order station at dunkin is sooo real 😅

it’s so good!! just bought one today (far away from va, so don’t worry, im not stealing yours) 🤭

I feel like I saw a video of you getting it a couple years ago and it made me try it !!

It’s soo good

It’s like every day here in the mountains. I swear we finally get stuff two years later. 😂😂😂

Bro it’s soososo good I get it every year !!

It’s the best.

YESSSSS💓!

My favorite donut!! I've been waiting for it to come out

So good 😩😋

I had 2 this week! ❤️😂

It’s legit fireeeee 🤌🏼🤌🏼

Every year I look forward to this donut

The best donut ever!!

💗💗💗

The lava cake flavor is delicious in coffee!!!

You have to try it. It is DELICIOUS !

Go to another location!!! It is life changing it’s so good

third

early

You are so impatient 😭

did u get your lips done?!

Try the Dunkin in Sterling they have them stocked up

girl how long did it take u to grow ur roots out i really want my natural colour back 🙏

Brownie batter hummus FROM TARGET GET IT

Early

😂😂

Omg it’s 🔥

Keep trying !!! 🥰❤️","Post Title: welll…. little turn of events there! 😃💖🍩✨🍫 #browniebatter #ValentinesDay #dunkin #FoodTok #browniebatterdonut #dunkindonuts #FoodLover #valentines #foodreview #tastetest #trending #drivethru #eatwithme #girlythings #forthegirls 

Post Comments:
you NEED it i live for it every year

LMAO waiting at the order station at dunkin is sooo real 😅

it’s so good!! just bought one today (far away from va, so don’t worry, im not stealing yours) 🤭

I feel like I saw a video of you getting it a couple years ago and it made me try it !!

It’s soo good

It’s like every day here in the mountains. I swear we finally get stuff two years later. 😂😂😂

Bro it’s soososo good I get it every year !!

It’s the best.

YESSSSS💓!

My favorite donut!! I've been waiting for it to come out

So good 😩😋

I had 2 this week! ❤️😂

It’s legit fireeeee 🤌🏼🤌🏼

Every year I look forward to this donut

The best donut ever!!

💗💗💗

The lava cake flavor is delicious in coffee!!!

You have to try it. It is DELICIOUS !

Go to another location!!! It is life changing it’s so good

third

early

You are so impatient 😭

did u get your lips done?!

Try the Dunkin in Sterling they have them stocked up

girl how long did it take u to grow ur roots out i really want my natural colour back 🙏

Brownie batter hummus FROM TARGET GET IT

Early

😂😂

Omg it’s 🔥

Keep trying !!! 🥰❤️"
7466617357847252270,1738457361,-1,"Late night Walmart trip for some groceries. Also this was a few days ago, so I can truthfully say, the butternut squash soup wasn’t great, it has really hard to chew pumpkin seeds in it. & Dan loves his new weird Dorito’s but they are NOT my jam. 🤭 #groceries #walmart #shopping #shopwithme #food #walmarthaul #foodhaul #groceryhaul #shop #shoppinghaul #haul #pushpops #flinstonespushpops #minnesota #mn #sota @Walmart ","How are those pizzas? I want to try them

Eggs just went from $14 for an 18 pack to $10 here in California🥲

i love the little errands you do each day. makes me realize how many people are stuck in the hospital or unable to do things like that. your videos motivate me to leave the house 🩵

YAY MY SHOW IS ON

pls make more of these 😩

yall neeed the big coffee creamers 🤣 those tiny ones don’t last long at all

I loveddd the Flintstones Push Ups 🧡

$4.53 for Walmart large eggs in lower SE Michigan

our eggs are $8-10 for a dozen in ct rn :(

125 would get you 4 items in Canada 😭.
also please make more of these ❤️love your mini vlogs 🥰❤️

I love yall sm oml

Earlyyy

also i need a flinstones/spongebob push up NOOWWW😭

18 eggs in Miami is $9.50

eggs in PA are $7 for 12 😩

Our 18 count eggs are up to almost $18 in SoCal!!

Idk what’s worse shopping hungry or shopping full 😆 I’ve shopped full and gotten nothing and the next day I regret it

hope you are feeling okay queen

💚💚💚

what greens do you feed your dragon? is it the collard??

first x","Post Title: Late night Walmart trip for some groceries. Also this was a few days ago, so I can truthfully say, the butternut squash soup wasn’t great, it has really hard to chew pumpkin seeds in it. & Dan loves his new weird Dorito’s but they are NOT my jam. 🤭 #groceries #walmart #shopping #shopwithme #food #walmarthaul #foodhaul #groceryhaul #shop #shoppinghaul #haul #pushpops #flinstonespushpops #minnesota #mn #sota @Walmart 

Post Comments:
How are those pizzas? I want to try them

Eggs just went from $14 for an 18 pack to $10 here in California🥲

i love the little errands you do each day. makes me realize how many people are stuck in the hospital or unable to do things like that. your videos motivate me to leave the house 🩵

YAY MY SHOW IS ON

pls make more of these 😩

yall neeed the big coffee creamers 🤣 those tiny ones don’t last long at all

I loveddd the Flintstones Push Ups 🧡

$4.53 for Walmart large eggs in lower SE Michigan

our eggs are $8-10 for a dozen in ct rn :(

125 would get you 4 items in Canada 😭.
also please make more of these ❤️love your mini vlogs 🥰❤️

I love yall sm oml

Earlyyy

also i need a flinstones/spongebob push up NOOWWW😭

18 eggs in Miami is $9.50

eggs in PA are $7 for 12 😩

Our 18 count eggs are up to almost $18 in SoCal!!

Idk what’s worse shopping hungry or shopping full 😆 I’ve shopped full and gotten nothing and the next day I regret it

hope you are feeling okay queen

💚💚💚

what greens do you feed your dragon? is it the collard??

first x"
7466983033095114030,1738542489,0,My second attempt trying to return my Dyson Vacuum to Costco #dyson #costcoreturns ,"Shark Vacuums reign superior in my opinion. I had to return my Dyson twice. My shark I used for 6 years until it officially died. Just bought a new shark vacuum and still obsessed

I love my Dyson

love your lip combo

Shark stratos is amazing!

Get the Samsung. It’s soooo nice.

Did they tell you to suck it up? 😅

🌭🌭🌭 you get a hot dog

Forget the successful rtn you’ve just made $557 girl where’s your closest TjMaxx??!! Goooo. Now!!!!

I HATE Dyson. house cleaner here. shark is the only vacuum company that lasts for me.

I like Shark","Post Title: My second attempt trying to return my Dyson Vacuum to Costco #dyson #costcoreturns 

Post Comments:
Shark Vacuums reign superior in my opinion. I had to return my Dyson twice. My shark I used for 6 years until it officially died. Just bought a new shark vacuum and still obsessed

I love my Dyson

love your lip combo

Shark stratos is amazing!

Get the Samsung. It’s soooo nice.

Did they tell you to suck it up? 😅

🌭🌭🌭 you get a hot dog

Forget the successful rtn you’ve just made $557 girl where’s your closest TjMaxx??!! Goooo. Now!!!!

I HATE Dyson. house cleaner here. shark is the only vacuum company that lasts for me.

I like Shark"
7467273010622287150,1738610038,-1,new walmart body care finds 🤍  heard there's more to come 👀 #showertok #fypage #walmart #showerproducts #hygienetok #hygieneproducts #dove #fyppp #fyppppppppppppppppppppppp #foryoupageofficiall #foryoupage #SelfCare #selfcareproducts #fyp #fyppppppppppppppppppppppppppppppppppp #fypシ゚viral #foryoupageofficial #foryourpage #bodycareproducts #fypppppp #showerroutine #fypppppppppp #howtotakeashower #newfinds #newproducts #haul #shopping #everythingshowerroutine #fypシ #everythingshower #shopwithme #newbodycareproducts #hygiene #beautyproducts #beauty #fypppp #BeautyTok #haultok #shoppingtok #walmartfinds ,"So many new things coming out 😩

so a little birdy told me they got in a Tahitin vanilla body butter to match the scrub

I saw a video earlier that someone found tree hut body oils, have you heard of these yet?

what a luck you have in the USA ❤️

routine with the nilla bean cupcake dove ?? 🫣

can u do a routine with the new pineapple passionfruit dove pls 🫶🏾

I saw Bodycology has the strawberry cheesecake and whipped vanilla body oils now and I need to find them ASAP! 😭💕

do those Walmart wallflower refills fit in the bath and body works plugs?

The nudy rudy soaps were $1 at my Walmart!

I never tried the Walmart fragrance oils for my diffuser; is it worth trying and getting?

Your lashes are so pretty

I need an ocean and beach scented routine!

looking super pretty today:)

do those wall scents fit in the b&bw wall plugs? i had no idea!

Dove Crumbles were not hitting...I was so disappointed

Can you do one for Native Cherry Vanilla Macaroon? (My daughter made herself one with that and Cherry Baby as the basis, so we want to see what you would choose!)

the new dragon fruit dove body wash is acc so good bro (idk if it is new, I js recently saw it at my Walmart)

Can u do a haul plz

So many good finds!! 😍

Do a peach sented routine plssss

I’m missing the vanilla cashmere one

I’ve been looking for a cotton candy lotion but I don’t like blue raspberry

I can’t wait to use all my stuff to try something new

How about grape theme but you pick the store

Omg the eos body washes what!

can you maybe do a cherry vanilla scented shower routine? I love your vids!!

Not me sniffing the phone when you held up the scrub 🤣

My stupid self tried to smell the body scrub when you put it up to the camera 🙃

Those hand soaps are giving Bath & Body Works dupe. 👀

Noo","Post Title: new walmart body care finds 🤍  heard there's more to come 👀 #showertok #fypage #walmart #showerproducts #hygienetok #hygieneproducts #dove #fyppp #fyppppppppppppppppppppppp #foryoupageofficiall #foryoupage #SelfCare #selfcareproducts #fyp #fyppppppppppppppppppppppppppppppppppp #fypシ゚viral #foryoupageofficial #foryourpage #bodycareproducts #fypppppp #showerroutine #fypppppppppp #howtotakeashower #newfinds #newproducts #haul #shopping #everythingshowerroutine #fypシ #everythingshower #shopwithme #newbodycareproducts #hygiene #beautyproducts #beauty #fypppp #BeautyTok #haultok #shoppingtok #walmartfinds 

Post Comments:
So many new things coming out 😩

so a little birdy told me they got in a Tahitin vanilla body butter to match the scrub

I saw a video earlier that someone found tree hut body oils, have you heard of these yet?

what a luck you have in the USA ❤️

routine with the nilla bean cupcake dove ?? 🫣

can u do a routine with the new pineapple passionfruit dove pls 🫶🏾

I saw Bodycology has the strawberry cheesecake and whipped vanilla body oils now and I need to find them ASAP! 😭💕

do those Walmart wallflower refills fit in the bath and body works plugs?

The nudy rudy soaps were $1 at my Walmart!

I never tried the Walmart fragrance oils for my diffuser; is it worth trying and getting?

Your lashes are so pretty

I need an ocean and beach scented routine!

looking super pretty today:)

do those wall scents fit in the b&bw wall plugs? i had no idea!

Dove Crumbles were not hitting...I was so disappointed

Can you do one for Native Cherry Vanilla Macaroon? (My daughter made herself one with that and Cherry Baby as the basis, so we want to see what you would choose!)

the new dragon fruit dove body wash is acc so good bro (idk if it is new, I js recently saw it at my Walmart)

Can u do a haul plz

So many good finds!! 😍

Do a peach sented routine plssss

I’m missing the vanilla cashmere one

I’ve been looking for a cotton candy lotion but I don’t like blue raspberry

I can’t wait to use all my stuff to try something new

How about grape theme but you pick the store

Omg the eos body washes what!

can you maybe do a cherry vanilla scented shower routine? I love your vids!!

Not me sniffing the phone when you held up the scrub 🤣

My stupid self tried to smell the body scrub when you put it up to the camera 🙃

Those hand soaps are giving Bath & Body Works dupe. 👀

Noo"
7467387114481601838,1738636580,-1,Originally $16.50 a good deal !#deals #walmart #walmartdeals #kidscoats #nursehannah #oremutah #foryoupage #fyp #parentsoftiktok #MomsofTikTok #foryourpage ,bc they are being boycotted for supporting a r@pist and pedo,"Post Title: Originally $16.50 a good deal !#deals #walmart #walmartdeals #kidscoats #nursehannah #oremutah #foryoupage #fyp #parentsoftiktok #MomsofTikTok #foryourpage 

Post Comments:
bc they are being boycotted for supporting a r@pist and pedo"
7467641080645750059,1738695755,-1,"DINING ROOM SERIES | Pt.3: The Mop [FINALE] Although there are other things I need done in this dining room, there are so many videos I have waiting to post. I want to start a new month off strong with hitter after hitter!  I tried this Apple scented Awesome Floor Cleaner from Dollar Tree. It has such a light scent and there’s no bubbles. It cleaned the floors well, but the scent quickly faded. Idk if this is a repurchase. I might mix the remainder of it going forward. Have y’all tried this??  #floormop #floormopping #mopping #moppingfloors #moppingasmr #floorcleaning #seriesfinale #cleaningmotivation ","you make me want a house at 19 j so i can clean it like this

I’ve never tried those products. Don’t think I will. Love this! Can’t wait for your future videos 💕

This was amazing 😍 I’ve only tried the lavender one and that doesn’t last at all but for the price it’s decent enough 😊

Loved this sm!!! The lighting 😍🔥

this is so satisfying! I love it and you did a great job at cleaning 👏👏👏

Always so good 🥰

ur house must be spotlessss by now ! all this deep cleaning videos that you have !!

absolutely mouthwatering🤩","Post Title: DINING ROOM SERIES | Pt.3: The Mop [FINALE] Although there are other things I need done in this dining room, there are so many videos I have waiting to post. I want to start a new month off strong with hitter after hitter!  I tried this Apple scented Awesome Floor Cleaner from Dollar Tree. It has such a light scent and there’s no bubbles. It cleaned the floors well, but the scent quickly faded. Idk if this is a repurchase. I might mix the remainder of it going forward. Have y’all tried this??  #floormop #floormopping #mopping #moppingfloors #moppingasmr #floorcleaning #seriesfinale #cleaningmotivation 

Post Comments:
you make me want a house at 19 j so i can clean it like this

I’ve never tried those products. Don’t think I will. Love this! Can’t wait for your future videos 💕

This was amazing 😍 I’ve only tried the lavender one and that doesn’t last at all but for the price it’s decent enough 😊

Loved this sm!!! The lighting 😍🔥

this is so satisfying! I love it and you did a great job at cleaning 👏👏👏

Always so good 🥰

ur house must be spotlessss by now ! all this deep cleaning videos that you have !!

absolutely mouthwatering🤩"
7467615619580529962,1738689822,-1,#haul#fyp#viral@Walmart ,"Reposted 😘 I was watching the behind the seems umm hello 🤣🤣

I was on the live, behind the scene love it tho🥰

We love classy Lynwood ✨🥰😂

You mad me cry my nephew that we just lost use to say Palabra then you made me laugh thank you

pinalen fire the pink one omggg lol

Love you Lyn! We love the hauls 💅🏼✨

Love the hauls! There is no way anyone could hate Lynwood 🥰

Ummm hellloooo, nice haul.","Post Title: #haul#fyp#viral@Walmart 

Post Comments:
Reposted 😘 I was watching the behind the seems umm hello 🤣🤣

I was on the live, behind the scene love it tho🥰

We love classy Lynwood ✨🥰😂

You mad me cry my nephew that we just lost use to say Palabra then you made me laugh thank you

pinalen fire the pink one omggg lol

Love you Lyn! We love the hauls 💅🏼✨

Love the hauls! There is no way anyone could hate Lynwood 🥰

Ummm hellloooo, nice haul."
7467975846545034542,1738773703,-1,Please tell me I’m not the only one 🙈😂 • • • #tjmaxx #tjmaxxfinds #tjmaxxhaul #tjmaxxshopping #tjmaxxshopwithme #shopwithme #funny #fyp #foryoupage #homegoods #homegoodsfinds #marshalls #target #momlife ,"EVERY SINGLE TIME

Why is this always happens?!😂😂😂 always…

Must be the excitement 😂

It doesn’t seem you’re alone in this 😂🫶🏽

Okay. But seriously! Always happens to me at HomeGoods 🤣

Lol! And the kids another 3 times after that.

This was me at Christmas and their door was locked!!!! 😳😳😳

Every stinking time! Omg

as soon as I walk into the store 😅

Haha you’re definitely not! 😂😂

Every single time!!!’

Something about that store because sammmeeee😂

IM HOLLERING

Omg stop 😂😂😂 why is this so accurate.

Hahhaa yesss😂

Hahaha. I never get to ours. 😂😂

Nope! Idk why but I do this lol

Hahaha yesss😂😂

😂😂😂 I’m rolling

hahah me too

Haha. I feel ya

🤣🤣🤣yep everytime

Every single time lol

I was there yesterday!! Mmmm 😋 it’s so wonderful being there ❤️❤️#tjmaxx @TJ Maxx get on the shop!!! lol

😂😂

😂😂😂😂

🤣🤣🤣

Hey Dear 🥰 We are searching for new Ambassadors to join our team if you are interested messaged us on @Brand.Sophie_Manager 🤍","Post Title: Please tell me I’m not the only one 🙈😂 • • • #tjmaxx #tjmaxxfinds #tjmaxxhaul #tjmaxxshopping #tjmaxxshopwithme #shopwithme #funny #fyp #foryoupage #homegoods #homegoodsfinds #marshalls #target #momlife 

Post Comments:
EVERY SINGLE TIME

Why is this always happens?!😂😂😂 always…

Must be the excitement 😂

It doesn’t seem you’re alone in this 😂🫶🏽

Okay. But seriously! Always happens to me at HomeGoods 🤣

Lol! And the kids another 3 times after that.

This was me at Christmas and their door was locked!!!! 😳😳😳

Every stinking time! Omg

as soon as I walk into the store 😅

Haha you’re definitely not! 😂😂

Every single time!!!’

Something about that store because sammmeeee😂

IM HOLLERING

Omg stop 😂😂😂 why is this so accurate.

Hahhaa yesss😂

Hahaha. I never get to ours. 😂😂

Nope! Idk why but I do this lol

Hahaha yesss😂😂

😂😂😂 I’m rolling

hahah me too

Haha. I feel ya

🤣🤣🤣yep everytime

Every single time lol

I was there yesterday!! Mmmm 😋 it’s so wonderful being there ❤️❤️#tjmaxx @TJ Maxx get on the shop!!! lol

😂😂

😂😂😂😂

🤣🤣🤣

Hey Dear 🥰 We are searching for new Ambassadors to join our team if you are interested messaged us on @Brand.Sophie_Manager 🤍"
7468333782416821550,1738856976,-1,NEW TO ME! @Dollar Tree #dollartreefinds #dollartreehaul #dollartreebeauty #dollartreemusthaves #dollartreeshopping #shopwithme #bargainshopper #bargain ,"Awesome finds!! Love the snack tray and those cute bandaids for kids!!

Those band-aides!!!!

Bob Roth is an artist he use to be shown on channel 8 he is the ish!!! Love the socks

I bought the snack tray and I love it

Those bandaids are so cute 💕

Jealous of the Bob Ross socks. I can’t find them anywhere near me.

I love Bob Ross. He is so relaxing to watch. 💕

I found the bob Ross socks he was a great artist","Post Title: NEW TO ME! @Dollar Tree #dollartreefinds #dollartreehaul #dollartreebeauty #dollartreemusthaves #dollartreeshopping #shopwithme #bargainshopper #bargain 

Post Comments:
Awesome finds!! Love the snack tray and those cute bandaids for kids!!

Those band-aides!!!!

Bob Roth is an artist he use to be shown on channel 8 he is the ish!!! Love the socks

I bought the snack tray and I love it

Those bandaids are so cute 💕

Jealous of the Bob Ross socks. I can’t find them anywhere near me.

I love Bob Ross. He is so relaxing to watch. 💕

I found the bob Ross socks he was a great artist"
7468748600034495790,1738953606,-1,SAHM WALMART TRIP! 🤭🎀❣️ #sahm #sahm #momtok #momlife #valentines #ValentinesDay #valentinesdaygift #shoppingvlog #haul #cheapfind #dayinthelife #ditl #Lifestyle #shopwithme #girlmom #youngmom #walmartfinds #walmart @Walmart ,"Are you doing a valentines basket for babygirl? I have 2 boys (8$4) & doing theirs but stuck on my 7month old but it’s my FIRST DAUGHTER😭🩷 lol

We lovee Walmart!🩷 We always leave with stuff we dont need😂

Sitting in the Walmart parking lot right now 😂

Walmart is literally the goaaaaat sometimes

Literally about to go to Walmart tomorrow now lol 😂 💗

I feel like you’re always getting asked about queenies name 🤣 💕

🩷🩷

🩷🩷🩷🩷","Post Title: SAHM WALMART TRIP! 🤭🎀❣️ #sahm #sahm #momtok #momlife #valentines #ValentinesDay #valentinesdaygift #shoppingvlog #haul #cheapfind #dayinthelife #ditl #Lifestyle #shopwithme #girlmom #youngmom #walmartfinds #walmart @Walmart 

Post Comments:
Are you doing a valentines basket for babygirl? I have 2 boys (8$4) & doing theirs but stuck on my 7month old but it’s my FIRST DAUGHTER😭🩷 lol

We lovee Walmart!🩷 We always leave with stuff we dont need😂

Sitting in the Walmart parking lot right now 😂

Walmart is literally the goaaaaat sometimes

Literally about to go to Walmart tomorrow now lol 😂 💗

I feel like you’re always getting asked about queenies name 🤣 💕

🩷🩷

🩷🩷🩷🩷"
7468820365909724459,1738970285,-1,I need that Tahitian vanilla lotion 😩 #showertok #showerroutine #everythingshower #howtosmellgood #howtosmellgoodallday #hygieneproducts #hygienetips #hygieneroutine #shopwithme #shopwithmeatwalmart #perfumetiktok #perfumetok @Walmart @Dove Beauty & Personal Care ,"u have to look in the lotion section

I got it! I'm in Florida at my grandparents and they had a bunch!

My Walmart has nothing 😭

I want that almond and shea but can never find it

I seen it and I told myself I would get it next time. I’m starting to think I should’ve got it while I was there😭

EARLY WTF!!????

HEYYY

Love your videos!!

Hii❤️

early

bro when you find the lotion LMK cuz i need it

they have the tahitian vanilla body butter online and i just bought it along with the scrub ☺️

The juicy citrus isn’t new. While everyone was on the vanilla one I was on that one 😂

it's not at my local Walmart either! 😭

Its been 84 years and i cant even find tahitian vanilla scrub at my walmart 🫠

I thought the crusty tops of dove body washes only happened at my local stores. 😂😂😂 Also need that grapefruit and lemon balm and the Tahitian vanilla body butter too

I got the butter it’s amazing and the almond scrub is my favorite smells delicious like brown sugar and cinnamon and the citrus one smells like oj to me I love it

did you check in the lotion aisle vs where the walmart scrubs are?

HIIII

EARLYYY💖

What do you do for work?

i’ve looked everywhere and can’t find it😭😭

Early but when u find it I’m on that to find it like I’m turning into super spy’s

My Walmart is lacking cause we don’t have any of this stuff 😭 need immediately

need the tahitian vanilla body butter so bad

i’m going broke over tiktok🥲

i have it. i love it

Almond if my favorite

Hello those scrubs are so affordable!?

the almond and shae is literally my fav from the whole line i loveeeeee","Post Title: I need that Tahitian vanilla lotion 😩 #showertok #showerroutine #everythingshower #howtosmellgood #howtosmellgoodallday #hygieneproducts #hygienetips #hygieneroutine #shopwithme #shopwithmeatwalmart #perfumetiktok #perfumetok @Walmart @Dove Beauty & Personal Care 

Post Comments:
u have to look in the lotion section

I got it! I'm in Florida at my grandparents and they had a bunch!

My Walmart has nothing 😭

I want that almond and shea but can never find it

I seen it and I told myself I would get it next time. I’m starting to think I should’ve got it while I was there😭

EARLY WTF!!????

HEYYY

Love your videos!!

Hii❤️

early

bro when you find the lotion LMK cuz i need it

they have the tahitian vanilla body butter online and i just bought it along with the scrub ☺️

The juicy citrus isn’t new. While everyone was on the vanilla one I was on that one 😂

it's not at my local Walmart either! 😭

Its been 84 years and i cant even find tahitian vanilla scrub at my walmart 🫠

I thought the crusty tops of dove body washes only happened at my local stores. 😂😂😂 Also need that grapefruit and lemon balm and the Tahitian vanilla body butter too

I got the butter it’s amazing and the almond scrub is my favorite smells delicious like brown sugar and cinnamon and the citrus one smells like oj to me I love it

did you check in the lotion aisle vs where the walmart scrubs are?

HIIII

EARLYYY💖

What do you do for work?

i’ve looked everywhere and can’t find it😭😭

Early but when u find it I’m on that to find it like I’m turning into super spy’s

My Walmart is lacking cause we don’t have any of this stuff 😭 need immediately

need the tahitian vanilla body butter so bad

i’m going broke over tiktok🥲

i have it. i love it

Almond if my favorite

Hello those scrubs are so affordable!?

the almond and shae is literally my fav from the whole line i loveeeeee"
